source,num_years,start_year,end_year,derived,derived_details,geography,geography_id_name,geography_id,geography_name,demographic_category,demographic_category_label,min_age,max_age,unit,estimate,se,moe,cv,reliable,upper_ci,lower_ci,acs_table,acs_code,acs_label,acs_concept,pums_variables,overall_segment,reporting_segment,row_identifier,data_as_of,data_loaded_at,tract_name
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075990200,Census Tract 9902,race,Hispanic or Latino,0,120,population count,0,7.902735562,13,,TRUE,13,-13,B03002,12,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes Hispanic or Latino in Census Tract 9902,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010101,Census Tract 101,race,White alone: Not Hispanic or Latino,0,120,population count,884,88.14589666,145,0.099712553,TRUE,1029,739,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 101,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010102,Census Tract 101.02,race,White alone: Not Hispanic or Latino,0,120,population count,521,89.36170213,147,0.171519582,TRUE,668,374,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 101.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010201,Census Tract 102,race,White alone: Not Hispanic or Latino,0,120,population count,1914,327.0516717,538,0.170873392,TRUE,2452,1376,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 102,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010202,Census Tract 102.02,race,White alone: Not Hispanic or Latino,0,120,population count,1488,207.9027356,342,0.13971958,TRUE,1830,1146,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 102.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010300,Census Tract 103,race,White alone: Not Hispanic or Latino,0,120,population count,2690,311.2462006,512,0.115704907,TRUE,3202,2178,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 103,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010401,Census Tract 104,race,White alone: Not Hispanic or Latino,0,120,population count,1223,181.1550152,298,0.148123479,TRUE,1521,925,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 104,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010402,Census Tract 104.02,race,White alone: Not Hispanic or Latino,0,120,population count,1447,196.3525836,323,0.135696326,TRUE,1770,1124,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 104.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010500,Census Tract 105,race,White alone: Not Hispanic or Latino,0,120,population count,1673,238.9057751,393,0.142800822,TRUE,2066,1280,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 105,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010600,Census Tract 106,race,White alone: Not Hispanic or Latino,0,120,population count,1135,125.8358663,207,0.110868605,TRUE,1342,928,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 106,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010701,Census Tract 107,race,White alone: Not Hispanic or Latino,0,120,population count,109,50.45592705,83,0.462898413,FALSE,192,26,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 107,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010702,Census Tract 107.02,race,White alone: Not Hispanic or Latino,0,120,population count,452,63.82978723,105,0.141216343,TRUE,557,347,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 107.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010800,Census Tract 108,race,White alone: Not Hispanic or Latino,0,120,population count,2351,209.7264438,345,0.089207335,TRUE,2696,2006,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 108,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010901,Census Tract 109,race,White alone: Not Hispanic or Latino,0,120,population count,1374,215.1975684,354,0.156621229,TRUE,1728,1020,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 109,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075010902,Census Tract 109.02,race,White alone: Not Hispanic or Latino,0,120,population count,1583,228.5714286,376,0.1443913,TRUE,1959,1207,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 109.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011001,Census Tract 110,race,White alone: Not Hispanic or Latino,0,120,population count,1416,232.218845,382,0.163996359,TRUE,1798,1034,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 110,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011002,Census Tract 110.02,race,White alone: Not Hispanic or Latino,0,120,population count,1182,133.7386018,220,0.113146025,TRUE,1402,962,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 110.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011101,Census Tract 111,race,White alone: Not Hispanic or Latino,0,120,population count,1382,159.8784195,263,0.115686266,TRUE,1645,1119,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 111,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011102,Census Tract 111.02,race,White alone: Not Hispanic or Latino,0,120,population count,921,153.1914894,252,0.166331693,TRUE,1173,669,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 111.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011200,Census Tract 112,race,White alone: Not Hispanic or Latino,0,120,population count,1944,198.7841945,327,0.102255244,TRUE,2271,1617,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 112,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011300,Census Tract 113,race,White alone: Not Hispanic or Latino,0,120,population count,516,72.34042553,119,0.140194623,TRUE,635,397,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 113,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011700,Census Tract 117,race,White alone: Not Hispanic or Latino,0,120,population count,640,105.1671733,173,0.164323708,TRUE,813,467,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 117,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011800,Census Tract 118,race,White alone: Not Hispanic or Latino,0,120,population count,145,38.29787234,63,0.264123258,TRUE,208,82,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 118,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011901,Census Tract 119.01,race,White alone: Not Hispanic or Latino,0,120,population count,1240,106.9908815,176,0.086282969,TRUE,1416,1064,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 119.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075011902,Census Tract 119.02,race,White alone: Not Hispanic or Latino,0,120,population count,1580,180.5471125,297,0.114270324,TRUE,1877,1283,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 119.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012001,Census Tract 120,race,White alone: Not Hispanic or Latino,0,120,population count,876,120.3647416,198,0.137402673,TRUE,1074,678,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 120,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012002,Census Tract 120.02,race,White alone: Not Hispanic or Latino,0,120,population count,766,148.3282675,244,0.193640036,TRUE,1010,522,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 120.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012100,Census Tract 121,race,White alone: Not Hispanic or Latino,0,120,population count,1718,189.6656535,312,0.1103991,TRUE,2030,1406,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 121,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012202,Census Tract 122.02,race,White alone: Not Hispanic or Latino,0,120,population count,1014,142.8571429,235,0.140884756,TRUE,1249,779,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 122.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012203,Census Tract 122.03,race,White alone: Not Hispanic or Latino,0,120,population count,882,192.0972644,316,0.217797352,TRUE,1198,566,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 122.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012204,Census Tract 122.04,race,White alone: Not Hispanic or Latino,0,120,population count,1287,192.0972644,316,0.149259724,TRUE,1603,971,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 122.04,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012301,Census Tract 123.01,race,White alone: Not Hispanic or Latino,0,120,population count,613,117.325228,193,0.191395152,TRUE,806,420,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 123.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012302,Census Tract 123.02,race,White alone: Not Hispanic or Latino,0,120,population count,1263,131.3069909,216,0.103964363,TRUE,1479,1047,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 123.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012403,Census Tract 124.03,race,White alone: Not Hispanic or Latino,0,120,population count,452,141.0334347,232,0.312020873,FALSE,684,220,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 124.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012404,Census Tract 124.04,race,White alone: Not Hispanic or Latino,0,120,population count,751,246.2006079,405,0.32783037,FALSE,1156,346,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 124.04,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012405,Census Tract 124.05,race,White alone: Not Hispanic or Latino,0,120,population count,1169,186.6261398,307,0.159645971,TRUE,1476,862,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 124.05,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012406,Census Tract 124.06,race,White alone: Not Hispanic or Latino,0,120,population count,518,107.5987842,177,0.207719661,TRUE,695,341,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 124.06,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012502,Census Tract 125.02,race,White alone: Not Hispanic or Latino,0,120,population count,705,187.8419453,309,0.266442476,TRUE,1014,396,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 125.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012503,Census Tract 125.03,race,White alone: Not Hispanic or Latino,0,120,population count,856,182.9787234,301,0.213760191,TRUE,1157,555,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 125.03,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012504,Census Tract 125.04,race,White alone: Not Hispanic or Latino,0,120,population count,173,57.75075988,95,0.333819421,FALSE,268,78,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 125.04,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012601,Census Tract 126.01,race,White alone: Not Hispanic or Latino,0,120,population count,1753,153.7993921,253,0.087734964,TRUE,2006,1500,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 126.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012602,Census Tract 126.02,race,White alone: Not Hispanic or Latino,0,120,population count,2342,216.4133739,356,0.092405369,TRUE,2698,1986,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 126.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012700,Census Tract 127,race,White alone: Not Hispanic or Latino,0,120,population count,3115,255.9270517,421,0.082159567,TRUE,3536,2694,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 127,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012801,Census Tract 128,race,White alone: Not Hispanic or Latino,0,120,population count,2075,227.3556231,374,0.109568975,TRUE,2449,1701,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 128,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012802,Census Tract 128.02,race,White alone: Not Hispanic or Latino,0,120,population count,1521,185.4103343,305,0.121900286,TRUE,1826,1216,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 128.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012901,Census Tract 129.01,race,White alone: Not Hispanic or Latino,0,120,population count,2139,350.1519757,576,0.163698913,TRUE,2715,1563,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 129.01,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075012902,Census Tract 129.02,race,White alone: Not Hispanic or Latino,0,120,population count,2611,183.5866261,302,0.070312764,TRUE,2913,2309,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 129.02,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075013001,Census Tract 130,race,White alone: Not Hispanic or Latino,0,120,population count,1728,133.7386018,220,0.077395024,TRUE,1948,1508,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 130,9/1/2022 12:17,9/1/2022 12:52,
acs5,5,2015,2020,FALSE,from acs table,tract,GEOID,6075013002,Census Tract 130.02,race,White alone: Not Hispanic or Latino,0,120,population count,2129,297.8723404,490,0.139911856,TRUE,2619,1639,B03002,3,Estimate!!Total:!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO ORIGIN BY RACE,N/A,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002),from census table B03002,acs5 population count data from 2015 to 2020 at the tract level  by race (from census table B03002) includes White alone: Not Hispanic or Latino in Census Tract 130.02,9/1/2022 12:17,9/1/2022 12:52,
